support,itemsets,length
0.011082867310625319,frozenset({'liquor'}),1
0.00945602440264362,frozenset({'pet care'}),1
0.00681240467717336,frozenset({'soups'}),1
0.005490594814438231,frozenset({'sauces'}),1
0.006507371631926792,frozenset({'vinegar'}),1
0.007422470767666497,frozenset({'instant coffee'}),1
0.010269445856634469,frozenset({'roll products'}),1
0.009150991357397052,frozenset({'mayonnaise'}),1
0.005083884087442806,frozenset({'liver loaf'}),1
0.005998983223182512,frozenset({'kitchen towels'}),1
0.005388917132689374,frozenset({'jam'}),1
0.007930859176410779,"frozenset({'margarine', 'citrus fruit'})",2
0.0199288256227758,"frozenset({'tropical fruit', 'citrus fruit'})",2
0.021657346212506354,"frozenset({'citrus fruit', 'yogurt'})",2
0.006405693950177936,"frozenset({'citrus fruit', 'coffee'})",2
0.030503304524656837,"frozenset({'whole milk', 'citrus fruit'})",2
0.013828164717844434,"frozenset({'citrus fruit', 'pip fruit'})",2
0.0056939501779359435,"frozenset({'cream cheese', 'citrus fruit'})",2
0.02887646161667514,"frozenset({'other vegetables', 'citrus fruit'})",2
0.009150991357397052,"frozenset({'citrus fruit', 'butter'})",2
0.01677681748856126,"frozenset({'rolls/buns', 'citrus fruit'})",2
0.006100660904931368,"frozenset({'citrus fruit', 'bottled beer'})",2
0.013523131672597865,"frozenset({'bottled water', 'citrus fruit'})",2
0.006405693950177936,"frozenset({'citrus fruit', 'chocolate'})",2
0.0071174377224199285,"frozenset({'curd', 'citrus fruit'})",2
0.008439247585155059,"frozenset({'beef', 'citrus fruit'})",2
0.006507371631926792,"frozenset({'frankfurter', 'citrus fruit'})",2
0.012811387900355872,"frozenset({'soda', 'citrus fruit'})",2
0.006914082358922217,"frozenset({'chicken', 'citrus fruit'})",2
0.010371123538383325,"frozenset({'citrus fruit', 'fruit/vegetable juice'})",2
0.008337569903406202,"frozenset({'newspapers', 'citrus fruit'})",2
0.009761057447890189,"frozenset({'citrus fruit', 'pastry'})",2
0.017691916624300967,"frozenset({'root vegetables', 'citrus fruit'})",2
0.01128622267412303,"frozenset({'citrus fruit', 'sausage'})",2
0.008337569903406202,"frozenset({'citrus fruit', 'brown bread'})",2
0.009761057447890189,"frozenset({'shopping bags', 'citrus fruit'})",2
0.0052872394509405184,"frozenset({'hygiene articles', 'citrus fruit'})",2
0.007625826131164209,"frozenset({'napkins', 'citrus fruit'})",2
0.006507371631926792,"frozenset({'pork', 'citrus fruit'})",2
0.005388917132689374,"frozenset({'berries', 'citrus fruit'})",2
0.010879511947127605,"frozenset({'citrus fruit', 'whipped/sour cream'})",2
0.010371123538383325,"frozenset({'domestic eggs', 'citrus fruit'})",2
0.0066090493136756485,"frozenset({'frozen vegetables', 'citrus fruit'})",2
0.005592272496187087,"frozenset({'onions', 'citrus fruit'})",2
0.0071174377224199285,"frozenset({'whole milk', 'semi-finished bread'})",2
0.005185561769191663,"frozenset({'semi-finished bread', 'other vegetables'})",2
0.009354346720894764,"frozenset({'margarine', 'tropical fruit'})",2
0.014234875444839857,"frozenset({'margarine', 'yogurt'})",2
0.024199288256227757,"frozenset({'margarine', 'whole milk'})",2
0.008540925266903915,"frozenset({'margarine', 'pip fruit'})",2
0.019725470259278087,"frozenset({'margarine', 'other vegetables'})",2
0.006710726995424504,"frozenset({'margarine', 'butter'})",2
0.014743263853584139,"frozenset({'margarine', 'rolls/buns'})",2
0.006100660904931368,"frozenset({'margarine', 'bottled beer'})",2
0.010269445856634469,"frozenset({'margarine', 'bottled water'})",2
0.00630401626842908,"frozenset({'margarine', 'curd'})",2
0.0062023385866802234,"frozenset({'margarine', 'beef'})",2
0.006405693950177936,"frozenset({'margarine', 'frankfurter'})",2
0.010167768174885612,"frozenset({'margarine', 'soda'})",2
0.005490594814438231,"frozenset({'sugar', 'margarine'})",2
0.0062023385866802234,"frozenset({'margarine', 'fruit/vegetable juice'})",2
0.0071174377224199285,"frozenset({'margarine', 'newspapers'})",2
0.00681240467717336,"frozenset({'margarine', 'pastry'})",2
0.011082867310625319,"frozenset({'margarine', 'root vegetables'})",2
0.0071174377224199285,"frozenset({'margarine', 'sausage'})",2
0.006507371631926792,"frozenset({'margarine', 'brown bread'})",2
0.0056939501779359435,"frozenset({'margarine', 'shopping bags'})",2
0.006405693950177936,"frozenset({'margarine', 'pork'})",2
0.00681240467717336,"frozenset({'margarine', 'whipped/sour cream'})",2
0.008337569903406202,"frozenset({'margarine', 'domestic eggs'})",2
0.005083884087442806,"frozenset({'margarine', 'frozen vegetables'})",2
0.029283172343670564,"frozenset({'tropical fruit', 'yogurt'})",2
0.0071174377224199285,"frozenset({'tropical fruit', 'coffee'})",2
0.04229791560752415,"frozenset({'whole milk', 'tropical fruit'})",2
0.02043721403152008,"frozenset({'tropical fruit', 'pip fruit'})",2
0.007219115404168785,"frozenset({'cream cheese', 'tropical fruit'})",2
0.035892221657346214,"frozenset({'tropical fruit', 'other vegetables'})",2
0.00630401626842908,"frozenset({'tropical fruit', 'long life bakery product'})",2
0.0099644128113879,"frozenset({'tropical fruit', 'butter'})",2
0.024605998983223184,"frozenset({'rolls/buns', 'tropical fruit'})",2
0.008235892221657347,"frozenset({'tropical fruit', 'bottled beer'})",2
0.008744280630401627,"frozenset({'tropical fruit', 'white bread'})",2
0.018505338078291814,"frozenset({'tropical fruit', 'bottled water'})",2
0.00813421453990849,"frozenset({'tropical fruit', 'chocolate'})",2
0.010269445856634469,"frozenset({'curd', 'tropical fruit'})",2
0.007625826131164209,"frozenset({'tropical fruit', 'beef'})",2
0.00945602440264362,"frozenset({'tropical fruit', 'frankfurter'})",2
0.020843924758515507,"frozenset({'tropical fruit', 'soda'})",2
0.006405693950177936,"frozenset({'chicken', 'tropical fruit'})",2
0.013726487036095577,"frozenset({'tropical fruit', 'fruit/vegetable juice'})",2
0.01179461108286731,"frozenset({'newspapers', 'tropical fruit'})",2
0.005490594814438231,"frozenset({'tropical fruit', 'butter milk'})",2
0.013218098627351297,"frozenset({'tropical fruit', 'pastry'})",2
0.021047280122013217,"frozenset({'root vegetables', 'tropical fruit'})",2
0.005592272496187087,"frozenset({'tropical fruit', 'salty snack'})",2
0.006100660904931368,"frozenset({'tropical fruit', 'waffles'})",2
0.005388917132689374,"frozenset({'tropical fruit', 'candy'})",2
0.013929842399593289,"frozenset({'tropical fruit', 'sausage'})",2
0.010676156583629894,"frozenset({'tropical fruit', 'brown bread'})",2
0.013523131672597865,"frozenset({'tropical fruit', 'shopping bags'})",2
0.006710726995424504,"frozenset({'tropical fruit', 'hygiene articles'})",2
0.010066090493136757,"frozenset({'tropical fruit', 'napkins'})",2
0.008540925266903915,"frozenset({'tropical fruit', 'pork'})",2
0.006710726995424504,"frozenset({'tropical fruit', 'berries'})",2
0.013828164717844434,"frozenset({'tropical fruit', 'whipped/sour cream'})",2
0.006100660904931368,"frozenset({'tropical fruit', 'grapes'})",2
0.00630401626842908,"frozenset({'tropical fruit', 'dessert'})",2
0.011387900355871887,"frozenset({'tropical fruit', 'domestic eggs'})",2
0.005388917132689374,"frozenset({'tropical fruit', 'ham'})",2
0.008744280630401627,"frozenset({'tropical fruit', 'frozen vegetables'})",2
0.005490594814438231,"frozenset({'tropical fruit', 'frozen meals'})",2
0.0056939501779359435,"frozenset({'tropical fruit', 'onions'})",2
0.0052872394509405184,"frozenset({'tropical fruit', 'sliced cheese'})",2
0.009761057447890189,"frozenset({'yogurt', 'coffee'})",2
0.05602440264361973,"frozenset({'whole milk', 'yogurt'})",2
0.017996949669547534,"frozenset({'yogurt', 'pip fruit'})",2
0.012404677173360447,"frozenset({'cream cheese', 'yogurt'})",2
0.04341637010676157,"frozenset({'other vegetables', 'yogurt'})",2
0.008744280630401627,"frozenset({'long life bakery product', 'yogurt'})",2
0.014641586171835282,"frozenset({'yogurt', 'butter'})",2
0.03436705643111337,"frozenset({'rolls/buns', 'yogurt'})",2
0.007422470767666497,"frozenset({'UHT-milk', 'yogurt'})",2
0.009252669039145907,"frozenset({'yogurt', 'bottled beer'})",2
0.009049313675648195,"frozenset({'yogurt', 'white bread'})",2
0.022979156075241484,"frozenset({'bottled water', 'yogurt'})",2
0.009252669039145907,"frozenset({'yogurt', 'chocolate'})",2
0.01728520589730554,"frozenset({'curd', 'yogurt'})",2
0.011692933401118455,"frozenset({'beef', 'yogurt'})",2
0.011184544992374174,"frozenset({'frankfurter', 'yogurt'})",2
0.027351296390442297,"frozenset({'soda', 'yogurt'})",2
0.008337569903406202,"frozenset({'chicken', 'yogurt'})",2
0.006914082358922217,"frozenset({'sugar', 'yogurt'})",2
0.018708693441789527,"frozenset({'yogurt', 'fruit/vegetable juice'})",2
0.015353329944077275,"frozenset({'newspapers', 'yogurt'})",2
0.008540925266903915,"frozenset({'yogurt', 'butter milk'})",2
0.017691916624300967,"frozenset({'yogurt', 'pastry'})",2
0.025826131164209457,"frozenset({'root vegetables', 'yogurt'})",2
0.0062023385866802234,"frozenset({'yogurt', 'salty snack'})",2
0.0075241484494153535,"frozenset({'yogurt', 'waffles'})",2
0.005490594814438231,"frozenset({'candy', 'yogurt'})",2
0.005388917132689374,"frozenset({'canned beer', 'yogurt'})",2
0.019623792577529234,"frozenset({'yogurt', 'sausage'})",2
0.014539908490086425,"frozenset({'yogurt', 'brown bread'})",2
0.015251652262328419,"frozenset({'shopping bags', 'yogurt'})",2
0.005490594814438231,"frozenset({'beverages', 'yogurt'})",2
0.006507371631926792,"frozenset({'hamburger meat', 'yogurt'})",2
0.007320793085917641,"frozenset({'hygiene articles', 'yogurt'})",2
0.012302999491611592,"frozenset({'napkins', 'yogurt'})",2
0.009557702084392475,"frozenset({'pork', 'yogurt'})",2
0.010574478901881037,"frozenset({'berries', 'yogurt'})",2
0.02074224707676665,"frozenset({'yogurt', 'whipped/sour cream'})",2
0.009862735129639044,"frozenset({'yogurt', 'dessert'})",2
0.014336553126588714,"frozenset({'domestic eggs', 'yogurt'})",2
0.006405693950177936,"frozenset({'yogurt', 'hard cheese'})",2
0.0062023385866802234,"frozenset({'cat food', 'yogurt'})",2
0.006710726995424504,"frozenset({'yogurt', 'ham'})",2
0.0052872394509405184,"frozenset({'yogurt', 'oil'})",2
0.012404677173360447,"frozenset({'frozen vegetables', 'yogurt'})",2
0.0062023385866802234,"frozenset({'yogurt', 'frozen meals'})",2
0.007219115404168785,"frozenset({'onions', 'yogurt'})",2
0.008032536858159633,"frozenset({'sliced cheese', 'yogurt'})",2
0.005998983223182512,"frozenset({'yogurt', 'soft cheese'})",2
0.0052872394509405184,"frozenset({'yogurt', 'meat'})",2
0.018708693441789527,"frozenset({'whole milk', 'coffee'})",2
0.006914082358922217,"frozenset({'pip fruit', 'coffee'})",2
0.013421453990849009,"frozenset({'other vegetables', 'coffee'})",2
0.010981189628876462,"frozenset({'rolls/buns', 'coffee'})",2
0.007320793085917641,"frozenset({'bottled water', 'coffee'})",2
0.005083884087442806,"frozenset({'frankfurter', 'coffee'})",2
0.0099644128113879,"frozenset({'soda', 'coffee'})",2
0.005998983223182512,"frozenset({'fruit/vegetable juice', 'coffee'})",2
0.006914082358922217,"frozenset({'pastry', 'coffee'})",2
0.007320793085917641,"frozenset({'root vegetables', 'coffee'})",2
0.006914082358922217,"frozenset({'sausage', 'coffee'})",2
0.009354346720894764,"frozenset({'shopping bags', 'coffee'})",2
0.006100660904931368,"frozenset({'coffee', 'whipped/sour cream'})",2
0.030096593797661414,"frozenset({'whole milk', 'pip fruit'})",2
0.016471784443314694,"frozenset({'cream cheese', 'whole milk'})",2
0.07483477376715811,"frozenset({'whole milk', 'other vegetables'})",2
0.013523131672597865,"frozenset({'whole milk', 'long life bakery product'})",2
0.02755465175394001,"frozenset({'whole milk', 'butter'})",2
0.05663446873411286,"frozenset({'whole milk', 'rolls/buns'})",2
0.02043721403152008,"frozenset({'whole milk', 'bottled beer'})",2
0.006914082358922217,"frozenset({'potted plants', 'whole milk'})",2
0.01708185053380783,"frozenset({'whole milk', 'white bread'})",2
0.03436705643111337,"frozenset({'whole milk', 'bottled water'})",2
0.016675139806812404,"frozenset({'whole milk', 'chocolate'})",2
0.026131164209456024,"frozenset({'whole milk', 'curd'})",2
0.008439247585155059,"frozenset({'flour', 'whole milk'})",2
0.0052872394509405184,"frozenset({'whole milk', 'dishes'})",2
0.02125063548551093,"frozenset({'whole milk', 'beef'})",2
0.020538891713268937,"frozenset({'whole milk', 'frankfurter'})",2
0.040061006609049314,"frozenset({'whole milk', 'soda'})",2
0.01759023894255211,"frozenset({'chicken', 'whole milk'})",2
0.015048296898830707,"frozenset({'sugar', 'whole milk'})",2
0.026639552618200304,"frozenset({'whole milk', 'fruit/vegetable juice'})",2
0.027351296390442297,"frozenset({'newspapers', 'whole milk'})",2
0.006507371631926792,"frozenset({'whole milk', 'specialty bar'})",2
0.011591255719369599,"frozenset({'whole milk', 'butter milk'})",2
0.033248601931875954,"frozenset({'whole milk', 'pastry'})",2
0.007015760040671073,"frozenset({'whole milk', 'processed cheese'})",2
0.008947635993899338,"frozenset({'whole milk', 'detergent'})",2
0.048906964921199794,"frozenset({'whole milk', 'root vegetables'})",2
0.011184544992374174,"frozenset({'whole milk', 'salty snack'})",2
0.012709710218607015,"frozenset({'whole milk', 'waffles'})",2
0.008235892221657347,"frozenset({'whole milk', 'candy'})",2
0.008845958312150484,"frozenset({'whole milk', 'canned beer'})",2
0.0298932384341637,"frozenset({'whole milk', 'sausage'})",2
0.02521606507371632,"frozenset({'whole milk', 'brown bread'})",2
0.024504321301474327,"frozenset({'whole milk', 'shopping bags'})",2
0.00681240467717336,"frozenset({'whole milk', 'beverages'})",2
0.014743263853584139,"frozenset({'whole milk', 'hamburger meat'})",2
0.012811387900355872,"frozenset({'whole milk', 'hygiene articles'})",2
0.019725470259278087,"frozenset({'whole milk', 'napkins'})",2
0.022165734621250637,"frozenset({'whole milk', 'pork'})",2
0.01179461108286731,"frozenset({'whole milk', 'berries'})",2
0.032231825114387394,"frozenset({'whole milk', 'whipped/sour cream'})",2
0.007320793085917641,"frozenset({'whole milk', 'grapes'})",2
0.013726487036095577,"frozenset({'whole milk', 'dessert'})",2
0.029994916115912557,"frozenset({'whole milk', 'domestic eggs'})",2
0.007015760040671073,"frozenset({'whole milk', 'misc. beverages'})",2
0.010066090493136757,"frozenset({'whole milk', 'hard cheese'})",2
0.008845958312150484,"frozenset({'whole milk', 'cat food'})",2
0.011489578037620742,"frozenset({'whole milk', 'ham'})",2
0.009252669039145907,"frozenset({'whole milk', 'baking powder'})",2
0.0071174377224199285,"frozenset({'whole milk', 'pickled vegetables'})",2
0.01128622267412303,"frozenset({'whole milk', 'oil'})",2
0.005083884087442806,"frozenset({'whole milk', 'chewing gum'})",2
0.005897305541433655,"frozenset({'whole milk', 'ice cream'})",2
0.02043721403152008,"frozenset({'whole milk', 'frozen vegetables'})",2
0.008032536858159633,"frozenset({'whole milk', 'specialty chocolate'})",2
0.009862735129639044,"frozenset({'whole milk', 'frozen meals'})",2
0.012099644128113879,"frozenset({'whole milk', 'onions'})",2
0.007727503812913066,"frozenset({'whole milk', 'herbs'})",2
0.010777834265378749,"frozenset({'whole milk', 'sliced cheese'})",2
0.006100660904931368,"frozenset({'pasta', 'whole milk'})",2
0.0075241484494153535,"frozenset({'whole milk', 'soft cheese'})",2
0.005592272496187087,"frozenset({'whole milk', 'cake bar'})",2
0.0099644128113879,"frozenset({'whole milk', 'meat'})",2
0.005185561769191663,"frozenset({'whole milk', 'mustard'})",2
0.006100660904931368,"frozenset({'cream cheese', 'pip fruit'})",2
0.026131164209456024,"frozenset({'other vegetables', 'pip fruit'})",2
0.007320793085917641,"frozenset({'butter', 'pip fruit'})",2
0.013929842399593289,"frozenset({'rolls/buns', 'pip fruit'})",2
0.005897305541433655,"frozenset({'bottled beer', 'pip fruit'})",2
0.0066090493136756485,"frozenset({'white bread', 'pip fruit'})",2
0.010574478901881037,"frozenset({'bottled water', 'pip fruit'})",2
0.006100660904931368,"frozenset({'chocolate', 'pip fruit'})",2
0.007829181494661922,"frozenset({'curd', 'pip fruit'})",2
0.007219115404168785,"frozenset({'frankfurter', 'pip fruit'})",2
0.013319776309100152,"frozenset({'soda', 'pip fruit'})",2
0.009557702084392475,"frozenset({'fruit/vegetable juice', 'pip fruit'})",2
0.006710726995424504,"frozenset({'newspapers', 'pip fruit'})",2
0.005083884087442806,"frozenset({'butter milk', 'pip fruit'})",2
0.010676156583629894,"frozenset({'pastry', 'pip fruit'})",2
0.015556685307574987,"frozenset({'root vegetables', 'pip fruit'})",2
0.010777834265378749,"frozenset({'sausage', 'pip fruit'})",2
0.007625826131164209,"frozenset({'brown bread', 'pip fruit'})",2
0.009354346720894764,"frozenset({'shopping bags', 'pip fruit'})",2
0.006710726995424504,"frozenset({'napkins', 'pip fruit'})",2
0.006100660904931368,"frozenset({'pork', 'pip fruit'})",2
0.009252669039145907,"frozenset({'pip fruit', 'whipped/sour cream'})",2
0.00864260294865277,"frozenset({'domestic eggs', 'pip fruit'})",2
0.007320793085917641,"frozenset({'frozen vegetables', 'pip fruit'})",2
0.013726487036095577,"frozenset({'cream cheese', 'other vegetables'})",2
0.0099644128113879,"frozenset({'cream cheese', 'rolls/buns'})",2
0.005897305541433655,"frozenset({'cream cheese', 'bottled water'})",2
0.005083884087442806,"frozenset({'cream cheese', 'curd'})",2
0.00681240467717336,"frozenset({'cream cheese', 'soda'})",2
0.0056939501779359435,"frozenset({'cream cheese', 'fruit/vegetable juice'})",2
0.0075241484494153535,"frozenset({'cream cheese', 'root vegetables'})",2
0.005592272496187087,"frozenset({'cream cheese', 'sausage'})",2
0.005592272496187087,"frozenset({'cream cheese', 'shopping bags'})",2
0.006405693950177936,"frozenset({'cream cheese', 'whipped/sour cream'})",2
0.005083884087442806,"frozenset({'cream cheese', 'domestic eggs'})",2
0.010676156583629894,"frozenset({'long life bakery product', 'other vegetables'})",2
0.020030503304524657,"frozenset({'other vegetables', 'butter'})",2
0.042602948652770714,"frozenset({'rolls/buns', 'other vegetables'})",2
0.00813421453990849,"frozenset({'UHT-milk', 'other vegetables'})",2
0.016166751398068124,"frozenset({'other vegetables', 'bottled beer'})",2
0.013726487036095577,"frozenset({'other vegetables', 'white bread'})",2
0.024809354346720894,"frozenset({'other vegetables', 'bottled water'})",2
0.012709710218607015,"frozenset({'other vegetables', 'chocolate'})",2
0.017183528215556684,"frozenset({'curd', 'other vegetables'})",2
0.00630401626842908,"frozenset({'flour', 'other vegetables'})",2
0.005998983223182512,"frozenset({'dishes', 'other vegetables'})",2
0.019725470259278087,"frozenset({'beef', 'other vegetables'})",2
0.016471784443314694,"frozenset({'frankfurter', 'other vegetables'})",2
0.032740213523131674,"frozenset({'soda', 'other vegetables'})",2
0.017895271987798677,"frozenset({'chicken', 'other vegetables'})",2
0.010777834265378749,"frozenset({'sugar', 'other vegetables'})",2
0.021047280122013217,"frozenset({'other vegetables', 'fruit/vegetable juice'})",2
0.019318759532282664,"frozenset({'newspapers', 'other vegetables'})",2
0.005592272496187087,"frozenset({'specialty bar', 'other vegetables'})",2
0.010371123538383325,"frozenset({'other vegetables', 'butter milk'})",2
0.02257244534824606,"frozenset({'other vegetables', 'pastry'})",2
0.005490594814438231,"frozenset({'other vegetables', 'processed cheese'})",2
0.006405693950177936,"frozenset({'other vegetables', 'detergent'})",2
0.047381799694966954,"frozenset({'root vegetables', 'other vegetables'})",2
0.010777834265378749,"frozenset({'other vegetables', 'salty snack'})",2
0.010066090493136757,"frozenset({'other vegetables', 'waffles'})",2
0.006914082358922217,"frozenset({'candy', 'other vegetables'})",2
0.009049313675648195,"frozenset({'other vegetables', 'canned beer'})",2
0.026944585663446874,"frozenset({'other vegetables', 'sausage'})",2
0.018708693441789527,"frozenset({'other vegetables', 'brown bread'})",2
0.023182511438739197,"frozenset({'shopping bags', 'other vegetables'})",2
0.005185561769191663,"frozenset({'beverages', 'other vegetables'})",2
0.013828164717844434,"frozenset({'hamburger meat', 'other vegetables'})",2
0.009557702084392475,"frozenset({'hygiene articles', 'other vegetables'})",2
0.01443823080833757,"frozenset({'napkins', 'other vegetables'})",2
0.021657346212506354,"frozenset({'other vegetables', 'pork'})",2
0.010269445856634469,"frozenset({'other vegetables', 'berries'})",2
0.02887646161667514,"frozenset({'other vegetables', 'whipped/sour cream'})",2
0.009049313675648195,"frozenset({'other vegetables', 'grapes'})",2
0.011591255719369599,"frozenset({'other vegetables', 'dessert'})",2
0.02226741230299949,"frozenset({'other vegetables', 'domestic eggs'})",2
0.005592272496187087,"frozenset({'other vegetables', 'misc. beverages'})",2
0.00945602440264362,"frozenset({'other vegetables', 'hard cheese'})",2
0.006507371631926792,"frozenset({'cat food', 'other vegetables'})",2
0.009150991357397052,"frozenset({'other vegetables', 'ham'})",2
0.007320793085917641,"frozenset({'baking powder', 'other vegetables'})",2
0.006405693950177936,"frozenset({'other vegetables', 'pickled vegetables'})",2
0.0099644128113879,"frozenset({'other vegetables', 'oil'})",2
0.005083884087442806,"frozenset({'other vegetables', 'ice cream'})",2
0.017793594306049824,"frozenset({'frozen vegetables', 'other vegetables'})",2
0.005083884087442806,"frozenset({'canned fish', 'other vegetables'})",2
0.006100660904931368,"frozenset({'other vegetables', 'specialty chocolate'})",2
0.0075241484494153535,"frozenset({'other vegetables', 'frozen meals'})",2
0.014234875444839857,"frozenset({'onions', 'other vegetables'})",2
0.007727503812913066,"frozenset({'other vegetables', 'herbs'})",2
0.009049313675648195,"frozenset({'sliced cheese', 'other vegetables'})",2
0.0071174377224199285,"frozenset({'other vegetables', 'soft cheese'})",2
0.0099644128113879,"frozenset({'other vegetables', 'meat'})",2
0.007930859176410779,"frozenset({'rolls/buns', 'long life bakery product'})",2
0.0052872394509405184,"frozenset({'long life bakery product', 'chocolate'})",2
0.007625826131164209,"frozenset({'long life bakery product', 'soda'})",2
0.0062023385866802234,"frozenset({'long life bakery product', 'fruit/vegetable juice'})",2
0.005897305541433655,"frozenset({'long life bakery product', 'pastry'})",2
0.0052872394509405184,"frozenset({'root vegetables', 'long life bakery product'})",2
0.005388917132689374,"frozenset({'long life bakery product', 'sausage'})",2
0.005388917132689374,"frozenset({'shopping bags', 'long life bakery product'})",2
0.005795627859684799,"frozenset({'long life bakery product', 'whipped/sour cream'})",2
0.013421453990849009,"frozenset({'rolls/buns', 'butter'})",2
0.005795627859684799,"frozenset({'butter', 'bottled beer'})",2
0.008947635993899338,"frozenset({'bottled water', 'butter'})",2
